METALLOGEN,LOCALITY,STATE,TOPOSHEET,MINERAL_OR,HOSTROCK_TYPE1,HOSTROCK_TYPE2,HOSTROCK_TYPE3,HOSTROCK_TYPE4,MORPH-STRATABOUND,MORPH-SEDIMENTARY,MORPH-BEDDED,MORPH-SHEAR,MORPH-CONCORDANT,MORPH-DISCORDANT,MORPH-LENSOID,MORPH-RESIDUAL,MORPH-VEIN,MORPH-REMOBILISED,MORPH-MAGMATIC,MORPH-QUARTZ,MORPH-VOLCANIC,MORPH-OTHER,RESERVE_AMT
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
MALANJKHAND BELT,MALANJKHAND,CHATTISGARH,64 B,Cu-Mo-Au,QUARTZ REEF TRAVERSING GRANITOID,-,-,-,1,0,0,0,0,1,0,0,0,0,0,0,0,0,236000000.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
PADAR-KI-PAL BELT,AMJHARA,RAJASTHAN,46 E,Cu-Ni,TALC CHLORITE SCHIST,QUARTZITE,-,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38146.0
AGNIGUNDLA BELT,DHUKONDA,ANDHRA PRADESH,56 P,Cu-Pb,OUARTZITE,Pb SUBORDINATE IN DOLOMITE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.15
PULIVENDLA BELT,MIDIPENTA,ANDHRA PRADESH,57 J,Cu-Pb,,,-,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38146.0
AGNIGUNDLA BELT,BANDALAMOTTU,ANDHRA PRADESH,56 P,Cu-Pb,DOLOMITE ,DOLOMITIC LIMESTONE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.481
AGNIGUNDLA BELT,DHUKONDA,ANDHRA PRADESH,56 P,Cu-Pb,OUARTZITE,Pb SUBORDINATE IN DOLOMITE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.15
AGNIGUNDLA BELT,BANDALAMOTTU,ANDHRA PRADESH,56 P,Cu-Pb,DOLOMITE ,DOLOMITIC LIMESTONE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.481
AGNIGUNDLA BELT,BANDALAMOTTU,ANDHRA PRADESH,56 P,Cu-Pb,DOLOMITE ,DOLOMITIC LIMESTONE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.481
HESATHU-BELBATHAN BELT,BELBATHAN,JHARKHAND,72 P,Cu-Pb,TALC,TREMOLITESCHIST,-,-,0,0,0,0,0,1,0,0,1,0,0,0,0,0,38146.0
AGNIGUNDLA BELT,DHUKONDA,ANDHRA PRADESH,56 P,Cu-Pb,OUARTZITE,Pb SUBORDINATE IN DOLOMITE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.15
PULIVENDLA BELT,MIDIPENTA,ANDHRA PRADESH,57 J,Cu-Pb,,,-,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38146.0
AGNIGUNDLA BELT,DHUKONDA,ANDHRA PRADESH,56 P,Cu-Pb,OUARTZITE,Pb SUBORDINATE IN DOLOMITE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.15
AGNIGUNDLA BELT,BANDALAMOTTU,ANDHRA PRADESH,56 P,Cu-Pb,DOLOMITE ,DOLOMITIC LIMESTONE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.481
AGNIGUNDLA BELT,BANDALAMOTTU,ANDHRA PRADESH,56 P,Cu-Pb,DOLOMITE ,DOLOMITIC LIMESTONE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.481
AGNIGUNDLA BELT,BANDALAMOTTU,ANDHRA PRADESH,56 P,Cu-Pb,DOLOMITE ,DOLOMITIC LIMESTONE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.481
AGNIGUNDLA BELT,BANDALAMOTTU,ANDHRA PRADESH,56 P,Cu-Pb,DOLOMITE ,DOLOMITIC LIMESTONE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.481
AGNIGUNDLA BELT,BANDALAMOTTU,ANDHRA PRADESH,56 P,Cu-Pb,DOLOMITE ,DOLOMITIC LIMESTONE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.481
AGNIGUNDLA BELT,BANDALAMOTTU,ANDHRA PRADESH,56 P,Cu-Pb,DOLOMITE ,DOLOMITIC LIMESTONE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.481
PULIVENDLA BELT,MIDIPENTA,ANDHRA PRADESH,57 J,Cu-Pb,,,-,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38146.0
AGNIGUNDLA BELT,DHUKONDA,ANDHRA PRADESH,56 P,Cu-Pb,OUARTZITE,Pb SUBORDINATE IN DOLOMITE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.15
AGNIGUNDLA BELT,DHUKONDA,ANDHRA PRADESH,56 P,Cu-Pb,OUARTZITE,Pb SUBORDINATE IN DOLOMITE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.15
AGNIGUNDLA BELT,DHUKONDA,ANDHRA PRADESH,56 P,Cu-Pb,OUARTZITE,Pb SUBORDINATE IN DOLOMITE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.15
PULIVENDLA BELT,MIDIPENTA,ANDHRA PRADESH,57 J,Cu-Pb,,,-,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38146.0
HESATHU-BELBATHAN BELT,BELBATHAN,JHARKHAND,72 P,Cu-Pb,TALC,TREMOLITESCHIST,-,-,0,0,0,0,0,1,0,0,1,0,0,0,0,0,38146.0
AGNIGUNDLA BELT,BANDALAMOTTU,ANDHRA PRADESH,56 P,Cu-Pb,DOLOMITE ,DOLOMITIC LIMESTONE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.481
PULIVENDLA BELT,MIDIPENTA,ANDHRA PRADESH,57 J,Cu-Pb,,,-,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38146.0
PULIVENDLA BELT,MIDIPENTA,ANDHRA PRADESH,57 J,Cu-Pb,,,-,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38146.0
AGNIGUNDLA BELT,DHUKONDA,ANDHRA PRADESH,56 P,Cu-Pb,OUARTZITE,Pb SUBORDINATE IN DOLOMITE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.15
AGNIGUNDLA BELT,BANDALAMOTTU,ANDHRA PRADESH,56 P,Cu-Pb,DOLOMITE ,DOLOMITIC LIMESTONE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.481
PULIVENDLA BELT,MIDIPENTA,ANDHRA PRADESH,57 J,Cu-Pb,,,-,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38146.0
AGNIGUNDLA BELT,DHUKONDA,ANDHRA PRADESH,56 P,Cu-Pb,OUARTZITE,Pb SUBORDINATE IN DOLOMITE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.15
AGNIGUNDLA BELT,DHUKONDA,ANDHRA PRADESH,56 P,Cu-Pb,OUARTZITE,Pb SUBORDINATE IN DOLOMITE,-,-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.15
PULIVENDLA BELT,MIDIPENTA,ANDHRA PRADESH,57 J,Cu-Pb,,,-,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38146.0
PULIVENDLA BELT,MIDIPENTA,ANDHRA PRADESH,57 J,Cu-Pb,,,-,-,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38146.0
