OBJECTID,METALLOGEN,LOCALITY,STATE,TOPOSHEET,MINERAL_OR,RESERVE,GRADE,HOSTROCK,MORPHOGENE,FORMATION
71,BABABUDAN RANGE,KEMMANAGUNDI,KARNATAKA,480,Fe(Hematite),14.1 M.TONNES,61.5%Fe,"BHQ,METAPELITE,METAVOLCANICS",VOLCANOSEDIMENTARY-BEDDED,DHARWAR Sgp.
300,NUGGIHALLI BELT,JAMBUR,KARNATAKA,57 C,Cr,"19,645 TONNES",33.19%-40.09% Cr2O3,"SERPENTINITE,PERIDOTITE",PODIFORM,BAIRAPUR ULTRAMAFITE
304,NUGGIHALLI BELT,TAGADUR BLOCK,KARNATAKA,57 C,Cr,"73,315 TONNES",27.33%-36.95% Cr2O3,"DUNITE,PERIDOTITE,SERPENTINITE",PODIFORM,BAIRAPUR ULTRAMAFITE
296,NUGGIHALLI BELT,BHAKTARAHALLI BLOCK,KARNATAKA,57 C,Cr,"1,250 TONNES",36.40% Cr2O3,"DUNITE,PERIDOTITE,PYROXENITE",PODIFORM,BELGUMBA Fm.
294,NUGGIHALLI BELT,BAIRAPUR,KARNATAKA,57 C,Cr,"686,630 TONNES",46%-48% Cr2O3,"DUNITE,PERIDOTITE,SERPENTINITE",PODIFORM IN LIC,BAIRAPUR ULTRAMAFITE
298,NUGGIHALLI BELT,CHIKKONAHALL1,KARNATAKA,57 C,Cr,"18,905 ToNNES",22.78%-36.95% Cr2O3,"DUNITE,PERIDOTITE,SERPENTINITE",PODIFORM,BAIRAPUR ULTRAMAFITE
389,SHIMOGA SCHIST BELT,JAYAPURA,KARNATAKA,48 0,Fe(Magnetite),110 M.TONNES,11%-46% Fe,BMQ IN METAVOLCANICS - METASEDIMENTS,CONCORDANT,CHITRADURGA BELT Gp.
303,NUGGIHALLI BELT,NUGGIHALLI,KARNATAKA,57 C,Fe(Ti-V),0.08 M.TONNES,"8.12% Ti02,0.7-0.82% V205",UTRABASICS,CONCORDANT-MAGMATIC,NUGGIHALLI SCHIST
238,,SAKKEREBAIL,KARNATAKA,480,Fe(Ti-V),"800,000 TONNES","5.4%-11.7%Ti02,0.25-0.87%V205","METAVOLCANICS,METASEDIMENTS",STRATIFORM-MAGMATIC,DHARWAR Sgp.
302,NUGGIHALLI BELT,NUGGIHALLI,KARNATAKA,57 C,Cu,OCCURRENCE,-,"GABRO-PYROXENITE,OLIVIN DIORITE",STRATABOUND-MAGMATIC,SARGUR Gp.
297,NUGGIHALLI BELT,CHIKANAKAHALLI,KARNATAKA,57 C,Cr,0.6 M.TONNES,26.0-38.0% Cr2O3,SERPENTINITE,PODIFORM,SARGUR Gp.
57,ALADAHALLI BELT,ALADAHALLI,KARNATAKA,57 C,Cr,"20,000 TONNES",39.0% Cr203,SERPENTINITE,PODIFORM,SARGUR Gp.
56,ALADAHALLI BELT,ALADAHALLI,KARNATAKA,57 C,Cu,3.18 M T OR 1.94 MT,0.75 % Cu OR 1.15 % Cu,HIGH GRADE SCHIST,DISSEMINATIONNEINS/ MASSIVE-STRATABOUND,DHARWAR Sgp.
295,NUGGIHALLI BELT,BELGUMBA,KARNATAKA,57 C,Cu,OCCURRENCE,-,"TITANIFEROUS MAGNETITE, GABRO, PYROXENITE",STRATABUND-MAGMATIC,SARGUR Gp.
475,,KALYADI,KARNATAKA,57 C,Cu,3.8 M.TONNES,0.0088,"QUARTZ-CHLORITE SCHIST,Hb.SCHIST",VMS TYPE(BASIC VOLCANICS),BABABUDAN Gp.
69,BABABUDAN BELT,KALASPURA,KARNATAKA,480,"Cu,U",1.OM.TONNES,0.007,"METAVOLCANICS,QUARTZITE",STRATABOUND-DISSEMINATION/STRINGERS,BABABUDAN Gp.
437,WESTERN GHAT BELT,KUDERMUKH,KARNATAKA,480,Fe(Magnetite),4852M.TONNES,30%-67% Fe,BMQ IN METASEDIMENTS- METAVOLCANICS,CONCORDANT,BABABUDAN Op.
137,CHITRADURGA BELT,HARENABALLI,KARNATAKA,57 C,Mn,"18,400 TONNES",28%-38%,METAVOLCANICS-METASEDIMENTS,VOLCANOSEDIMENTARY-BEDDED,BABABUDAN (DHARWAR)
140,CHITRADURGA BELT,KAREKUCHI,KARNATAKA,57 C,Mn-Fe(Hematite),"3,470 TONNES Mn,2.0 M.TONNES Fe","60-63%Fe,+40%,(Gr.1),30-35%(Gr.11","BHQ,METAPELITE,METAVOLCANICS",VOLCANOSEDIMENTARY-BEDDED,BABABUDAN (DHARWAR)
131,CHITRADURGA BELT,CHIKANYAKANAHALLI,KARNATAKA,57 C,Fe(Hematite),15.49 M.TONNES,60-64%Fe,"BHQ,METAVOLCANICS,METABASICS",VOLCANOSEDIMENTARY-BEDDED,CHITRADURGA (DHARWAR)
129,CHITRADURGA BELT,BELLENAHALLI,KARNATAKA,57 C,Fe(Hematite),0.23 M.TONNES,62-63%Fe,"BHQ,METAPELITE,METAVOLCANICS",VOLCANOSEDIMENTARY-BEDDED,CHITRADURGA (DHARWAR)
70,BABABUDAN RANGE,"ATTIGUNDI,GALLIKERA",KARNATAKA,480,Fe(Hematite),31.91 M.TONNES,62-64%Fe,"BHQ,METAPELITE,METAVOLCANICS",VOLCANOSEDIMENTARY-BEDDED,BABABUDAN Sgp.
134,CHITRADURGA BELT,BELLARA,KARNATAKA,57 C,Au,0.2-0.25 M.TONNES,+3.5 g/t,"METAVOLOANICS,METASEDIMENTS",SHEAR CONTROLLED,
142,CHITRADURGA BELT,AJJANAHALLI,KARNATAKA,57 C,Au,1.51 M.TONNES,"2.76g/t,ay.width 7.51 m",METAVOLCANICS,BIF HOSTED DEPOSIT,BABABUDAN (DHARWAR)
388,SHIMOGA BELT,MASANIKERE,KARNATAKA,48 K,"Cu,Fe(Ti,V)",6.38M.TONNES,0.36% OF Cu,"GABBRO-ANORTHOSITE,INTRUSIVE",STRATIFORM-MAGMATIC,CHITRADURGA BELT Gp.
393,SHIMOGA-GOA BELT,YOGIMALAI,KARNATAKA,48 0,Mn-Fe,"43,610 TONNES","48-52%(Gr.0,42-44%(Gr.11)",METASEDIMENTS-METAVOLCANICS,CONCORDANT,CHITRADURGA BELT Gp.
387,SHIMOGA BELT,KOTEBARA,KARNATAKA,48 K,Fe(Hematite),20 M.TONNES,+60%Fe,"METAPELITE,METAVOLCANICS,BFQ",VOLCANOSEDIMENTARY-BEDDED,DHARWAR
195,GHATTIHOSAHALLI BELT,GHATTIHOSAHALLI,KARNATAKA,57 C,Ba,OCCURRENCE,40%-69%BaO,"FUCHSITE QUARTZITE,AMPHIBOLITE",BEDDED,BABABUDAN(DHARWAR).
132,CHITRADURGA BELT,KADALAGUDDA,KARNATAKA,57 B,Fe(Hematite),3.36 M.TONNES,62-68%Fe,"BHQ,METAPELITE,METAVOLCANICS",VOLCANOSEDIMENTARY-BEDDED,CHITRADURGA (DHARWAR)
335,RAMAGIRI BELT,YEPPAMANA GOLD MINE,ANDHRA PRADESH,57,Au,1.037M.TONNES,3 29 TO 3.69 g/t,"PHYLLITE,CHLORITE SCHIST(GREENSTONE)",STRATABOUND-CONCORDANT,KOLAR GREENSONE
365,SANDUR-KUMARSWAMI-DONIMALAI RANGE,KUMARSWAMI,"KARNATAKA, A.P","57 A, 57 B",Fe(Hematite),181 M.TONNES,63%Fe,"BHQ,METAPELITE,METAVOLCANICS",VOLCANOSEDIMENTARY-BEDDED,DHARWAR(SANDUR)
435,WAJRAKARUR-LATTAVARAM-CHIGICHERLA BELT,WAJRAKARUR,ANDHRA PRADESH,"57 E , F",Di (Diamond),14488 CARATS,,"GARNET PERIDOTITE, ECLOGITE,PYROXENITE",MAGMATIC DIFFERENTIATION,KIMBERLITE PIPE
339,FIAMAGIRI-PENAKACHERLA-HUNGUD BELT,CHENNABHAVI BLOCK,ANDHRA PRADESH,57,Au,,,METABASITE,AURIFEROUS VEIN IN SHEARS,EASTERN GREENSTONE
334,RAMAGIRI BELT,KOTAPALLE BLOCK,ANDHRA PRADESH,57,Au,-,0.1-1.5 g/t,METASEDIMENTS AND METAVOLCANICS,STRATABOUND-REMOBILISED,DHARWAR Sgp.
337,RAMAGIRI-PENAKACHERLA-HUNGUD BELT,PENAKACHERLA-KUDERU BLOCK,ANDHRA PRADESH,57,Au,OLD WORKINGS LOCATED,-,"METABASALT,BFQ",QTZ-ANKERITE VEIN,EASTERN GREENSTONE
342,RAMGIRI-P NAKACHERLA-HUNGUD BELT,BHADRAMPALLE,ANDHRA PRADESH,57,Au,0.060 MT,3.03 g/t,"METABASITE,METAANDES1TE,B.H.CHERT",QUARTZ VEIN WITH SULPHIDE,EASTERN GREENSTONE
133,CHITRADURGA BELT,MEDIKERIPURA,KARNATAKA,57 B,Fe(Hematite),5.95 M.TONNES,+63%Fe,"BHQ,PHYLLITE,METAVLCANICS",VOLCANOSEDIMENTARY-BEDDED,CHITRADURGA (DHARWAR)
338,RAMAGIRI-PENAKACHERLA-HUNGUD BELT,PENUKONDA PROSPECT,ANDHRA PRADESH,57,Au,-,1-5.6g/t,"METABASALT,BIF,SERICITE SCHIST",VEINS WITHIN SHEAR ZONES,EASTERN GREENSTONE
139,CHITRADURGA BELT,INGALDHALU,KARNATAKA,57 B,"Cu (Pb,Zn,Sb ,Py)",1.23M.TONNES,Cu - 1.54%,"FERRUGENOUS CHERT,SHEARED METAVOLCANICS",VMS TYPE(BASIC VOLCANICS),BABABUDAN (DHARWAR)
141,CHITRADURGA BELT,KUNCHIGANAHALU,KARNATAKA,57 B,"Cu(Pb,Zn,Sb,Py)",0.22M.TONNES,0.0146,"FERRUGENOUS CHERT,SHEARED METAVOLCANICS",STRATABOUND-CONCORDANT,BABABUDAN (DHARWAR)
130,CHITRADURGA BELT,BHIMA-SAMUDRA,KARNATAKA,57 B,Fe(Hematite),3.64 M.TONNES,62-64%,"BHQ,METAPELITE,METAVOLCANICS",VOLCANOSEDIMENTARY-BEDDED,
136,CHITRADURGA BELT,G.R.HALLI,KARNATAKA,57 B,Au (Cu + Zn),0.65 MT,"3.58 g/t Au ;0.66 %Cu, 0.3% Zn","SHEARED METABASALTS,CARB.ARGILLITE",AURIFEROUS QUARTZVEIN,CHITRADURGA (DHARWAR)
336,RAMAGIRI BELT,YERAPPA-GENTALLAPPA BLOCK,ANDHRA PRADESH,57,Au,1.5M.TONNES,6.5g/t,METAVOLCANICS-METASEDIMENTS,STRATABOUND-DISCORDANT,DHARWAR Sgp.
314,PULIVENDLA BELT,MIDIPENTA,ANDHRA PRADESH,57 J,Cu-Pb,OCCURRENCE,-,-,STRATABOUND-CONCORDANT,CUDDAPAH
341,"RAMGIRI-P AKACHERLA-HUNGUD BELT
",KOTTAPALLE PROSPECT,ANDHRA PRADESH,57,Au,0.115 M. TONNES,"2.65 g/t
","METABASITE,BIF,ACID TUFF",GOLD BEARING QUART VEIN,EASTERN GREENSTONE
147,CUDDAPAH BASIN,"VEMULA ""13""(CUDDAPAH DIST.)",ANDHRA PRADESH,57 J,Ba,OCCURRENCE,,FRACTURED TRAP ROCK,VEIN TYPE DEPOSIT,CHITRAVATI Gp.
135,CHITRADURGA BELT,C.K.HALLI,KARNATAKA,57B,Au,0.63 M.TONNES,3.54 g/t,SHEARED ARGILLITE,SHEAR CONTROLLED,CHITRADURGA (DHARWAR)
315,PULIVENDLA BELT,VENKATAPURAM,ANDHRA PRADESH,57 J,Cu-Pb(Ba),OCCURRENCE,-,SHEAR FRACTURE,DISCORDANT-FRACTURE FILLING,CUDDAPAH
145,CUDDAPAH BASIN,CHIMALAPENTA(CUDAPAH DIST),ANDHRA PRADESH,57 J,Ba,OCCERENCE,,"SHEARS WITHIN DOLOMITE,LIMESTONE,TRAP",LENSE ALONG SHEAR,NALLAMALAI Gp(CUDDAPAH Sgp.)
138,CHITRADURGA BELT,HULLIKATTE,KARNATAKA,57 B,Mn (Fe),"375,300 TONNES","34%-38%Mn,23%Fe","BFQ,PHYLLITE",VOLCANOSEDIMENTARY-BEDDED,BABABUDAN (DHARWAR)
